entity,type,link,KEGG_ID,alias,credibilities
2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C04598,cpd:C04598,"2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine; Platelet-activating factor; PAF
",1
DDT,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C04623,cpd:C04623,"DDT; 1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane; 1,1,1-Trichloro-2,2-bis-(4'-chlorophenyl)ethane; Clofenotane; Dichlorodiphenyltrichloroethane
",3
"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C04637,cpd:C04637,"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate; 1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate; Phosphatidyl-myo-inositol 4,5-bisphosphate; Phosphatidylinositol-4,5-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)
",16
"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C04742,cpd:C04742,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE",1
5(S)-HETE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C04805,cpd:C04805,"5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid",1
Porphyrin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05113,cpd:C05113,"Porphyrin
",1
Taurocholate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05122,cpd:C05122,Taurocholate; Taurocholic acid; Cholyltaurine,2
12-O-Tetradecanoylphorbol 13-acetate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05151,cpd:C05151,"12-O-Tetradecanoylphorbol 13-acetate; TPA; Phorbol 12-myristate 13-acetate; 12-Tetradecanoylphorbol 13-acetate; PMA
",6
Taurochenodeoxycholate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05465,cpd:C05465,Taurochenodeoxycholate; Taurochenodeoxycholic acid; Chenodeoxycholoyltaurine,2
Glycochenodeoxycholate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05466,cpd:C05466,Glycochenodeoxycholate; Glycochenodeoxycholic acid; Chenodeoxyglycocholate,2
Melanin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05606,cpd:C05606,"Melanin
",1
Vitamin B12,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05776,cpd:C05776,"Vitamin B12; Cobalamin (III); Cob(III)alamin
",2
Leukotriene D4,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05951,cpd:C05951,Leukotriene D4; LTD4,2
Leukotriene E4,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05952,cpd:C05952,"Leukotriene E4; LTE4; (7E,9E,11Z,14Z)-(5S,6R)-6-(Cystein-S-yl)-5-hydroxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6R)-6-(Cystein-S-yl)-5-hydroxyicosa-7,9,11,14-tetraenoate
",2
Prostaglandin G2,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05956,cpd:C05956,"Prostaglandin G2; PGG2
",1
12(S)-HPETE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05965,cpd:C05965,"12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid
",2
15(S)-HPETE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05966,cpd:C05966,"15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate",1
"Phosphatidylinositol-3,4,5-trisphosphate",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C05981,cpd:C05981,"Phosphatidylinositol-3,4,5-trisphosphate; 1-Phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4',5'-bisphosphate)
",692
Sphingosine 1-phosphate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06124,cpd:C06124,"Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate; S1P
",18
Lysophospholipid,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06254,cpd:C06254,"Lysophospholipid
",9
Lipoxin A4,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06314,cpd:C06314,"Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid
",3
Lead,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06696,cpd:C06696,"Lead; Pb
",2
Arsenite,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06697,cpd:C06697,Arsenite; Trisoxylatoarsine,1
Calcitonin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06865,cpd:C06865,"Calcitonin; Cibacalcin
",2
Capsaicin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06866,cpd:C06866,"Capsaicin
",1
Clofibrate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C06916,cpd:C06916,"Clofibrate
",1
Gemfibrozil,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07020,cpd:C07020,"Gemfibrozil
",1
Isoproterenol,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07056,cpd:C07056,"Isoproterenol; Isoprenaline
",2
Metformin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07151,cpd:C07151,"Metformin
",20
Methanearsonous acid,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07295,cpd:C07295,"Methanearsonous acid; Methylarsonous acid; Methylarsonite
",24
Phenobarbital,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07434,cpd:C07434,"Phenobarbital
",1
Benzo[a]pyrene,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07535,cpd:C07535,"Benzo[a]pyrene; Benzpyrene
",2
"2,3,7,8-Tetrachlorodibenzodioxin",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07557,cpd:C07557,"2,3,7,8-Tetrachlorodibenzodioxin; Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzo-p-dioxin; TCDD; PCDD 48
",2
Rotenone,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07593,cpd:C07593,"Rotenone
",94
Allicin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07600,cpd:C07600,"Allicin; 2-Propene-1-sulfinothioic acid S-2-propenyl ester
",1
Flutamide,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07653,cpd:C07653,Flutamide,1
Sirolimus,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C07909,cpd:C07909,"Sirolimus; Rapamycin
",4
Medroxyprogesterone acetate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C08150,cpd:C08150,"Medroxyprogesterone acetate; 6-alpha-Methyl-17-alpha-acetoxyprogesterone; 6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate
",5
Phorbol,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C09155,cpd:C09155,"Phorbol
",1
Resiniferatoxin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C09179,cpd:C09179,"Resiniferatoxin; RTX
",1
"1,8-Cineole",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C09844,cpd:C09844,"1,8-Cineole; 1,8-Cineol; Eucalyptol; 1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octane
",1
Hexachlorobenzene,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11042,cpd:C11042,"Hexachlorobenzene; HCB
",1
Trichloroacetate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11150,cpd:C11150,"Trichloroacetate; Trichloroacetic acid; TCA
",1
Formylmethionyl-leucyl-phenylalanine methyl ester,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11221,cpd:C11221,"Formylmethionyl-leucyl-phenylalanine methyl ester; FMLP OMe
",3
1-Methyl-4-phenylpyridinium,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11310,cpd:C11310,"1-Methyl-4-phenylpyridinium; N-Methyl-4-phenylpyridine; Cyperquat
",94
Nafenopin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11371,cpd:C11371,"Nafenopin
",1
Ubiquinone-10,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11378,cpd:C11378,"Ubiquinone-10; Ubidecarenone; Coenzyme Q10
",2
"D-glycero-beta-D-manno-Heptose 1,7-bisphosphate",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11472,cpd:C11472,"D-glycero-beta-D-manno-Heptose 1,7-bisphosphate
",2
1-Phosphatidyl-1D-myo-inositol 5-phosphate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11557,cpd:C11557,"1-Phosphatidyl-1D-myo-inositol 5-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-5'-phosphate)
",1
Anandamide,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11695,cpd:C11695,"Anandamide; Arachidonylethanolamide; N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-ethanolamine; AEA",7
Sodium arsenite,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C11906,cpd:C11906,"Sodium arsenite; Sodium dioxoarsenate
",1
"(5Z,7E,9E,14Z,17Z)-Icosapentaenoate",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C12083,cpd:C12083,"(5Z,7E,9E,14Z,17Z)-Icosapentaenoate; (5Z,7E,9E,14Z,17Z)-Eicosapentaenoic acid; (5Z,7E,9E,14Z,17Z)-Eicosapentaenoate; 5Z,7E,9E,14Z,17Z-Eicosapentaenoic acid; (5Z,7E,9E,14Z,17Z)-Icosa-5,7,9,14,17-pentaenoic acid
",9
N-Acetylaspartylglutamate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C12270,cpd:C12270,"N-Acetylaspartylglutamate; NAAG; Isospaglumic acid; N-Acetyl-L-aspartyl-L-glutamate
",7
N-Arachidonyl dopamine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C12271,cpd:C12271,"N-Arachidonyl dopamine; Arachidonoyl dopamine; NADA; N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-dopamine
",2
N-Oleoyl dopamine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C12272,cpd:C12272,"N-Oleoyl dopamine
",1
Cyclic ADP-ribose,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C13050,cpd:C13050,"Cyclic ADP-ribose; cADPR
",11
Nicotinic acid adenine dinucleotide phosphate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C13051,cpd:C13051,"Nicotinic acid adenine dinucleotide phosphate; Nicotinate-adenine dinucleotide phosphate; NAADP
",3
Bisphenol A,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C13624,cpd:C13624,"Bisphenol A; 2,2-Bis(4-Hydroxyphenyl)propane
",3
2-Arachidonoylglycerol,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C13856,cpd:C13856,"2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol; 2-AG
",5
Di(2-ethylhexyl) adipate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14240,cpd:C14240,"Di(2-ethylhexyl) adipate; Dioctyl adipate; Diethylhexyl adipate
",1
"3,3',4,4',5-Pentachlorobiphenyl",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14573,cpd:C14573,"3,3',4,4',5-Pentachlorobiphenyl; PCB 126
",1
Paraquat,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14701,cpd:C14701,"Paraquat; 1,1'-Dimethyl-4,4'-bipyridinium
",2
20-HETE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14748,cpd:C14748,"20-HETE; (5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoic acid; 20-Hydroxyeicosatetraenoic acid; 20-Hydroxyicosatetraenoic acid; 20-Hydroxy arachidonic acid
",6
13(S)-HODE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14762,cpd:C14762,"13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z,11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid
",2
9(S)-HODE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14767,cpd:C14767,"9(S)-HODE; (9S)-Hydroxyoctadecadienoic acid; (10E,12Z)-(9S)-9-Hydroxyoctadeca-10,12-dienoic acid",2
"5,6-EET",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14768,cpd:C14768,"5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid
",7
"8,9-EET",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14769,cpd:C14769,"8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid",7
"11,12-EET",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14770,cpd:C14770,"11,12-EET; (5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid",6
"14,15-EET",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14771,cpd:C14771,"14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid",6
8(S)-HETE,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14776,cpd:C14776,"8(S)-HETE; (5Z,9E,11Z,14Z)-(8S)-8-Hydroxyeicosa-5,9,11,14-tetraenoic acid; (5Z,9E,11Z,14Z)-(8S)-8-Hydroxyicosa-5,9,11,14-tetraenoic acid
",2
Fe2+,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14818,cpd:C14818,"Fe2+; Fe(II); Ferrous ion; Iron(2+)
",6
Fe3+,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C14819,cpd:C14819,"Fe3+; Fe(III); Ferric ion; Iron(3+)
",8
Maneb,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15231,cpd:C15231,"Maneb
",22
9-cis-Retinoic acid,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15493,cpd:C15493,"9-cis-Retinoic acid
",18
Angiotensin III,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15848,cpd:C15848,"Angiotensin III
",2
Angiotensin IV,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15849,cpd:C15849,"Angiotensin IV; Angiotensin II, 1-des-asn-2-arg
",1
Angiotensin (1-7),compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15850,cpd:C15850,"Angiotensin (1-7)
",3
Endomorphin-1,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15890,cpd:C15890,Endomorphin-1,4
Endomorphin-2,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15891,cpd:C15891,"Endomorphin-2
",4
Bombesin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C15995,cpd:C15995,"Bombesin
",9
"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16038,cpd:C16038,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine; PhIP
",1
N'-Nitrosonornicotine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16452,cpd:C16452,"N'-Nitrosonornicotine; NNN
",7
4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16453,cpd:C16453,"4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone; NNK
",11
L-Homocysteic acid,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16511,cpd:C16511,"L-Homocysteic acid; (2S)-2-Amino-4-sulfobutanoic acid
",18
Palmitoylethanolamide,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16512,cpd:C16512,"Palmitoylethanolamide; Palmidrol
",1
Amyloid beta protein 40,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16514,cpd:C16514,Amyloid beta protein 40,92
Amyloid beta protein 42,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16515,cpd:C16515,"Amyloid beta protein 42
",92
Endoxifen,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16547,cpd:C16547,"Endoxifen; 4-Hydroxy-N-desmethyltamoxifen
",2
Hydroxyl radical,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16844,cpd:C16844,"Hydroxyl radical; Hydrogen oxide
",29
Peroxynitrite,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C16845,cpd:C16845,"Peroxynitrite
",7
"Trehalose-6,6'-dibehenate",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C19190,cpd:C19190,"Trehalose-6,6'-dibehenate
",1
Allyl isothiocyanate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C19317,cpd:C19317,"Allyl isothiocyanate; Mustard oil
",1
Manganese(2+),compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C19610,cpd:C19610,"Manganese(2+); Mn2+; Mn(II)
",4
Icilin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20171,cpd:C20171,"Icilin; AG 3-5
",2
Dimethylarsinous acid,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20300,cpd:C20300,"Dimethylarsinous acid
",4
Cyclic GMP-AMP,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20640,cpd:C20640,"Cyclic GMP-AMP; Cyclic Gp(2'-5')Ap(3'-5'); cGAMP(2'-5')
",11
2-Aminoethyl diphenylborinate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20698,cpd:C20698,"2-Aminoethyl diphenylborinate; 2-APB
",1
Oleoylethanolamide,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20792,cpd:C20792,"Oleoylethanolamide; OEA
",20
3-Hydroxyoctanoate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20793,cpd:C20793,"3-Hydroxyoctanoate; 3-Hydroxyoctanoic acid
",25
2-5A,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20935,cpd:C20935,"2-5A; 2',5'-Oligoadenylate 5'-triphosphate
",8
Angiotensin A,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20970,cpd:C20970,"Angiotensin A
",2
Alamandine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C20971,cpd:C20971,"Alamandine
",1
[Protein]-N(epsilon)-(carboxymethyl)lysine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21011,cpd:C21011,[Protein]-N(epsilon)-(carboxymethyl)lysine; CML-R,11
[Protein]-N(epsilon)-(carboxyethyl)lysine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21012,cpd:C21012,[Protein]-N(epsilon)-(carboxyethyl)lysine; CEL-R,11
[Protein]-pyrraline,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21013,cpd:C21013,[Protein]-pyrraline; Pyrraline-R,11
[Protein]-pentosidine,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21014,cpd:C21014,"[Protein]-pentosidine; Pentosidine-R
",11
BGC 945,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21279,cpd:C21279,"BGC 945; ONX 0801
",1
RSL3,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21479,cpd:C21479,"RSL3; (1S,3R)-RSL3
",1
"1-Octadecanoyl-2-(15S-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21483,cpd:C21483,"1-Octadecanoyl-2-(15S-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",2
Hydroperoxyl radical,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21641,cpd:C21641,"Hydroperoxyl radical; Perhydroxyl radical
",2
4-Hydroxynonenal,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21642,cpd:C21642,"4-Hydroxynonenal; 4-Hydroxy-2-nonenal; 4-HNE
",2
Trehalose dimycolate,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21790,cpd:C21790,"Trehalose dimycolate; Trehalose-6,6'-dimycolate; TDM; Cord factor
",5
Rhodocytin,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C21791,cpd:C21791,"Rhodocytin; Aggretin
",1
Reactive oxygen species,compound,https://www.kegg.jp/dbget-bin/www_bget?cpd:C22381,cpd:C22381,"Reactive oxygen species; ROS
",41
Cocaine (USP),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D00110,dr:D00110,"Cocaine (USP); Cocaine (TN)
",1
Morphine sulfate (USP),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D00842,dr:D00842,Morphine sulfate (USP); Morphine sulfate hydrate (JP18); Morphine sulfate pentahydrate; Astramor PH (TN); Avinza (TN); Depodur (TN); Kadian (TN); MS contin (TN,2
Fulvestrant (JAN/USP/INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D01161,dr:D01161,"Fulvestrant (JAN/USP/INN); Faslodex (TN)
",2
Gefitinib (JP18/USAN/INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D01977,dr:D01977,"Gefitinib (JP18/USAN/INN); Iressa (TN)
",6
Morphine hydrochloride hydrate (JP18),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D02271,dr:D02271,Morphine hydrochloride hydrate (JP18); Morphine hydrochloride trihydrate; Anpec (TN,2
Talotrexin ammonium (USAN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D05999,dr:D05999,"Talotrexin ammonium (USAN)
",2
Trimetrexate (USAN/INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D06238,dr:D06238,"Trimetrexate (USAN/INN)
",2
Amfetamine (INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D07445,dr:D07445,"Amfetamine (INN); Amphetamine; Amfetamin (TN); Adzenys (TN); Dyanavel (TN)
",14
Erlotinib (INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D07907,dr:D07907,"Erlotinib (INN)
",6
Morphine (BAN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D08233,dr:D08233,Morphine (BAN); Morfina Dosa (TN); Substitol (TN,2
Morphine tartrate,compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D08234,dr:D08234,"Morphine tartrate; Morphine Tartrate (TN)
",2
Tamoxifen (INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D08559,dr:D08559,"Tamoxifen (INN); Tamoxifen (TN); Tamoplex (TN)
",1
Plevitrexed (INN),compound,https://www.kegg.jp/dbget-bin/www_bget?dr:D10803,dr:D10803,"Plevitrexed (INN)
",1
(Gal)3 (GlcNAc)4 (Man)3,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G00369,gl:G00369,"(Gal)3 (GlcNAc)4 (Man)3
",2
Hyaluronic acid,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G10505,gl:G10505,"Hyaluronic acid; Hyaluronate; Hyaluronan; (GlcA)1 (GlcNAc)1 (*)2
",8
Binding domain for FGF2 in heparin/heparan sulfate,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13063,gl:G13063,"Binding domain for FGF2 in heparin/heparan sulfate
",4
Binding domain for HGF in heparin/heparan sulfate,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13064,gl:G13064,"Binding domain for HGF in heparin/heparan sulfate
",1
Lipomannan,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13101,gl:G13101,"Lipomannan; LM; (Man)7 (acyl)2 (Ino-P)1
",2
Triacylated phosphatidyl-myo-inositol pentamannoside,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13105,gl:G13105,Triacylated phosphatidyl-myo-inositol pentamannoside; Ac1PIM5; (Man)5 (acyl)1 (Ino-P),3
Triacylated phosphatidyl-myo-inositol hexamannoside,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13106,gl:G13106,Triacylated phosphatidyl-myo-inositol hexamannoside; Ac1PIM6; (Man)6 (acyl)1 (Ino-P),5
Tetraacylated phosphatidyl-myo-inositol hexamannoside,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13112,gl:G13112,"Tetraacylated phosphatidyl-myo-inositol hexamannoside; Ac2PIM6; (Man)6 (acyl)2 (Ino-P)1
",2
Tetraacylated phosphatidyl-myo-inositol pentamannoside,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13113,gl:G13113,Tetraacylated phosphatidyl-myo-inositol pentamannoside; Ac2PIM5; (Man)5 (acyl)2 (Ino-P),3
Mannose-capped lipoarabinomannan,compound,https://www.kegg.jp/dbget-bin/www_bget?gl:G13115,gl:G13115,"Mannose-capped lipoarabinomannan; ManLAM; (Araf)17 (Man)13 (acyl)2 (Ino-P)1
",9
NAT2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10,hsa:10,"NAT2, AAC2, NAT-2, PNAT; N-acetyltransferase 2",18
ADA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:100,hsa:100,"ADA, ADA1; adenosine deaminase",33
CDH2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1000,hsa:1000,"CDH2, ACOGS, ARVD14, CD325, CDHN, CDw325, NCAD; cadherin 2
",10
AKT3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10000,hsa:10000,"AKT3, MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2; AKT serine/threonine kinase 3",1335
ACOT8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:10005,hsa:10005,"ACOT8, HNAACTE, NAP1, PTE-1, PTE-2, PTE1, PTE2, hACTE-III, hTE; acyl-CoA thioesterase 8
",5
