gene,kegg_id,alia
PFKFB1,hsa:5207,PFRX
PFKFB2,hsa:5208,PFK-2/FBPase-2
PFKFB3,hsa:5209,IPFK2
PFKFB3,hsa:5209,PFK2
PFKFB3,hsa:5209,iPFK-2
PFKFB4; 6-phosphofructo-2-kinase/fructose-2,hsa:5210,PFKFB4
TIGAR,hsa:57103,C12orf5
TIGAR,hsa:57103,FR2BP
TIGAR,hsa:57103,TP53 induced glycolysis regulatory phosphatase
MPI,hsa:4351,CDG1B
MPI,hsa:4351,PMI
MPI,hsa:4351,PMI1
MPI,hsa:4351,mannose phosphate isomerase
PMM1,hsa:5372,PMM_1
PMM1,hsa:5372,PMMH-22
PMM1,hsa:5372,Sec53
PMM1,hsa:5372,phosphomannomutase 1
GMPPB,hsa:29925,LGMDR19
GMPPB,hsa:29925,MDDGA14
GMPPB,hsa:29925,MDDGB14
GMPPB,hsa:29925,MDDGC14
GMPPB,hsa:29925,GDP-mannose pyrophosphorylase B
PMM2,hsa:5373,CDG1
PMM2,hsa:5373,CDG1a
PMM2,hsa:5373,CDGS
PMM2,hsa:5373,PMI
PMM2,hsa:5373,PMI1
PMM2,hsa:5373,PMM_2
PMM2,hsa:5373,phosphomannomutase 2
GMDS,hsa:2762,GMD
GMDS,hsa:2762,SDR3E1
GFUS,hsa:7264,FX
GFUS,hsa:7264,P35B
GFUS,hsa:7264,SDR4E1
GFUS,hsa:7264,TSTA3
GFUS,hsa:7264,GDP-L-fucose synthase
FPGT,hsa:8790,GFPP
FPGT,hsa:8790,fucose-1-phosphate guanylyltransferase
TKFC,hsa:26007,DAK
TKFC,hsa:26007,NET45
TKFC,hsa:26007,TKFCD
TKFC,hsa:26007,triokinase and FMN cyclase
GMPPA,hsa:29926,AAMR
GMPPA,hsa:29926,GDP-mannose pyrophosphorylase A
FCSK,hsa:197258,1110046B12Rik
FCSK,hsa:197258,CDGF2
FCSK,hsa:197258,FUK
FCSK,hsa:197258,fucose kinase
GLA,hsa:2717,GALA
GLA,hsa:2717,galactosidase alpha
LCT,hsa:3938,LAC
LCT,hsa:3938,LPH
LCT,hsa:3938,LPH1
LCT,hsa:3938,lactase
GLB1,hsa:2720,EBP
GLB1,hsa:2720,ELNR1
GLB1,hsa:2720,MPS4B
GLB1,hsa:2720,galactosidase beta 1
GALE,hsa:2582,SDR1E1
GALE,hsa:2582,UDP-galactose-4-epimerase
B4GALT1,hsa:2683,B4GAL-T1
B4GALT1,hsa:2683,CDG2D
B4GALT1,hsa:2683,GGTB2
B4GALT1,hsa:2683,GT1
B4GALT1,hsa:2683,GTB
B4GALT1,hsa:2683,beta4Gal-T1
LALBA,hsa:3906,LYZG
LALBA,hsa:3906,lactalbumin alpha
B4GALT2,hsa:8704,B4Gal-T2
B4GALT2,hsa:8704,B4Gal-T3
B4GALT2,hsa:8704,beta4Gal-T2
GALK1,hsa:2584,GALK
GALK1,hsa:2584,GK1
GALK1,hsa:2584,HEL-S-19
GALK1,hsa:2584,galactokinase 1
MIOX,hsa:55586,ALDRL6
MIOX,hsa:55586,myo-inositol oxygenase
FASN,hsa:2194,FAS
FASN,hsa:2194,OA-519
FASN,hsa:2194,SDR27X1
FASN,hsa:2194,fatty acid synthase
ACACA,hsa:31,ACAC
ACACA,hsa:31,ACACAD
ACACA,hsa:31,ACACalpha
ACACA,hsa:31,ACC
ACACA,hsa:31,ACC1
ACACA,hsa:31,ACCA
ACACA,hsa:31,ACCalpha
ACACA,hsa:31,Acac1
ACACA,hsa:31,hACC1
ACACA,hsa:31,acetyl-CoA carboxylase alpha
MCAT,hsa:27349,FASN2C
MCAT,hsa:27349,MCT
MCAT,hsa:27349,MCT1
MCAT,hsa:27349,MT
MCAT,hsa:27349,NET62
MCAT,hsa:27349,fabD
MCAT,hsa:27349,malonyl-CoA-acyl carrier protein transacylase
OXSM,hsa:54995,CEM1
OXSM,hsa:54995,FASN2D
OXSM,hsa:54995,KASI
OXSM,hsa:54995,KS
OXSM,hsa:54995,3-oxoacyl-ACP synthase
OXSM,hsa:54995,mitochondrial
OLAH,hsa:55301,AURA1
OLAH,hsa:55301,SAST
OLAH,hsa:55301,TE2
OLAH,hsa:55301,THEDC1
OLAH,hsa:55301,oleoyl-ACP hydrolase
ACACB,hsa:32,ACACbeta
ACACB,hsa:32,ACC-beta
ACACB,hsa:32,ACC2
ACACB,hsa:32,ACCB
ACACB,hsa:32,ACCbeta
ACACB,hsa:32,HACC275
ACACB,hsa:32,acetyl-CoA carboxylase beta
ACSL1,hsa:2180,ACS1
ACSL1,hsa:2180,FACL1
ACSL1,hsa:2180,FACL2
ACSL1,hsa:2180,LACS
ACSL1,hsa:2180,LACS1
ACSL1,hsa:2180,LACS2
ACSL1,hsa:2180,acyl-CoA synthetase long chain family member 1
ACSL3,hsa:2181,ACS3
ACSL3,hsa:2181,FACL3
ACSL3,hsa:2181,LACS_3
ACSL3,hsa:2181,LACS3
ACSL3,hsa:2181,PRO2194
ACSL3,hsa:2181,acyl-CoA synthetase long chain family member 3
ACSL4,hsa:2182,ACS4
ACSL4,hsa:2182,FACL4
ACSL4,hsa:2182,LACS4
ACSL4,hsa:2182,MRX63
ACSL4,hsa:2182,MRX68
ACSL4,hsa:2182,XLID63
ACSL4,hsa:2182,acyl-CoA synthetase long chain family member 4
ACSBG1,hsa:23205,BG
ACSBG1,hsa:23205,BG1
ACSBG1,hsa:23205,BGM
ACSBG1,hsa:23205,GR-LACS
ACSBG1,hsa:23205,LPD
ACSBG1,hsa:23205,acyl-CoA synthetase bubblegum family member 1
ACSL6,hsa:23305,ACS2
ACSL6,hsa:23305,FACL6
ACSL6,hsa:23305,LACS_6
ACSL6,hsa:23305,LACS2
ACSL6,hsa:23305,LACS5
ACSL6,hsa:23305,acyl-CoA synthetase long chain family member 6
ACSL5,hsa:51703,ACS2
ACSL5,hsa:51703,ACS5
ACSL5,hsa:51703,FACL5
ACSL5,hsa:51703,acyl-CoA synthetase long chain family member 5
ACSBG2,hsa:81616,BGR
ACSBG2,hsa:81616,BRGL
ACSBG2,hsa:81616,PRTD-NY3
ACSBG2,hsa:81616,PRTDNY3
ACSBG2,hsa:81616,acyl-CoA synthetase bubblegum family member 2
MECR,hsa:51102,CGI-63
MECR,hsa:51102,DYTOABG
MECR,hsa:51102,ETR1
MECR,hsa:51102,FASN2B
MECR,hsa:51102,NRBF1
MECR,hsa:51102,mitochondrial trans-2-enoyl-CoA reductase
HSD17B8,hsa:7923,D6S2245E
HSD17B8,hsa:7923,FABG
HSD17B8,hsa:7923,FABGL
HSD17B8,hsa:7923,H2-KE6
HSD17B8,hsa:7923,HKE6
HSD17B8,hsa:7923,KE6
HSD17B8,hsa:7923,RING2
HSD17B8,hsa:7923,SDR30C1
HSD17B8,hsa:7923,dJ1033B10.9
HSD17B8,hsa:7923,hydroxysteroid 17-beta dehydrogenase 8
CBR4,hsa:84869,SDR45C1
CBR4,hsa:84869,carbonyl reductase 4
HADH,hsa:3033,HAD
HADH,hsa:3033,HADH1
HADH,hsa:3033,HADHSC
HADH,hsa:3033,HCDH
HADH,hsa:3033,HHF4
HADH,hsa:3033,MSCHAD
HADH,hsa:3033,SCHAD
HADH,hsa:3033,hydroxyacyl-CoA dehydrogenase
ACAA2,hsa:10449,DSAEC
ACAA2,hsa:10449,acetyl-CoA acyltransferase 2
HADHA,hsa:3030,ECHA
HADHA,hsa:3030,GBP
HADHA,hsa:3030,HADH
HADHA,hsa:3030,LCEH
HADHA,hsa:3030,LCHAD
HADHA,hsa:3030,MTPA
HADHA,hsa:3030,TP-ALPHA
HADHA,hsa:3030,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
ECHS1,hsa:1892,ECHS1D
ECHS1,hsa:1892,SCEH
ECHS1,hsa:1892,mECH
ECHS1,hsa:1892,mECH1
ECHS1,hsa:1892,enoyl-CoA hydratase
ECHS1,hsa:1892,short chain 1
HADHB,hsa:3032,ECHB
HADHB,hsa:3032,MSTP029
HADHB,hsa:3032,MTPB
HADHB,hsa:3032,TP-BETA
HADHB,hsa:3032,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
PPT1,hsa:5538,CLN1
PPT1,hsa:5538,INCL
PPT1,hsa:5538,PPT
PPT1,hsa:5538,palmitoyl-protein thioesterase 1
PPT2,hsa:9374,C6orf8
PPT2,hsa:9374,G14
PPT2,hsa:9374,PPT-2
PPT2,hsa:9374,palmitoyl-protein thioesterase 2
HSD17B12,hsa:51144,KAR
HSD17B12,hsa:51144,SDR12C1
HSD17B12,hsa:51144,hydroxysteroid 17-beta dehydrogenase 12
HACD2,hsa:201562,PTPLB
HACD2,hsa:201562,3-hydroxyacyl-CoA dehydratase 2
HACD4,hsa:401494,PTPLAD2
HACD4,hsa:401494,3-hydroxyacyl-CoA dehydratase 4
TECR,hsa:9524,GPSN2
TECR,hsa:9524,MRT14
TECR,hsa:9524,SC2
TECR,hsa:9524,TER
HACD3,hsa:51495,B-IND1
HACD3,hsa:51495,BIND1
HACD3,hsa:51495,HSPC121
HACD3,hsa:51495,PTPLAD1
HACD3,hsa:51495,3-hydroxyacyl-CoA dehydratase 3
HACD1,hsa:9200,CAP
HACD1,hsa:9200,PTPLA
HACD1,hsa:9200,3-hydroxyacyl-CoA dehydratase 1
Cutin,path:map00073,suberine and wax biosynthesis
ACOT2,hsa:10965,CTE-IA
ACOT2,hsa:10965,CTE1A
ACOT2,hsa:10965,MTE1
ACOT2,hsa:10965,PTE2
ACOT2,hsa:10965,PTE2A
ACOT2,hsa:10965,ZAP128
ACOT2,hsa:10965,acyl-CoA thioesterase 2
ACOT7,hsa:11332,ACH1
ACOT7,hsa:11332,ACT
ACOT7,hsa:11332,BACH
ACOT7,hsa:11332,CTE-II
ACOT7,hsa:11332,LACH
ACOT7,hsa:11332,LACH1
ACOT7,hsa:11332,hBACH
ACOT7,hsa:11332,acyl-CoA thioesterase 7
THEM4,hsa:117145,CTMP
THEM4,hsa:117145,thioesterase superfamily member 4
ACOT4,hsa:122970,PTE-Ib
ACOT4,hsa:122970,PTE1B
ACOT4,hsa:122970,PTE2B
ACOT4,hsa:122970,acyl-CoA thioesterase 4
THEM5,hsa:284486,ACOT15
THEM5,hsa:284486,thioesterase superfamily member 5
ACOT1,hsa:641371,ACH2
ACOT1,hsa:641371,CTE-1
ACOT1,hsa:641371,LACH2
ACOT1,hsa:641371,acyl-CoA thioesterase 1
ACAT1,hsa:38,ACAT
ACAT1,hsa:38,MAT
ACAT1,hsa:38,T2
ACAT1,hsa:38,THIL
ACAT1,hsa:38,acetyl-CoA acetyltransferase 1
EHHADH,hsa:1962,ECHD
EHHADH,hsa:1962,FRTS3
EHHADH,hsa:1962,L-PBE
EHHADH,hsa:1962,LBFP
EHHADH,hsa:1962,LBP
EHHADH,hsa:1962,MFE1
EHHADH,hsa:1962,PBFE
EHHADH,hsa:1962,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
ACADS,hsa:35,ACAD3
ACADS,hsa:35,SCAD
ACADS,hsa:35,acyl-CoA dehydrogenase short chain
ACADM,hsa:34,ACAD1
ACADM,hsa:34,MCAD
ACADM,hsa:34,MCADH
ACADM,hsa:34,acyl-CoA dehydrogenase medium chain
GCDH,hsa:2639,ACAD5
GCDH,hsa:2639,GCD
GCDH,hsa:2639,glutaryl-CoA dehydrogenase
ACAA1,hsa:30,ACAA
ACAA1,hsa:30,Lnc-Myd88
ACAA1,hsa:30,PTHIO
ACAA1,hsa:30,THIO
ACAA1,hsa:30,acetyl-CoA acyltransferase 1
ACADL,hsa:33,ACAD4
ACADL,hsa:33,LCAD
ACADL,hsa:33,acyl-CoA dehydrogenase long chain
CPT2,hsa:1376,CPT1
CPT2,hsa:1376,CPTASE
CPT2,hsa:1376,IIAE4
CPT2,hsa:1376,carnitine palmitoyltransferase 2
ADH1B,hsa:125,ADH2
ADH1B,hsa:125,HEL-S-117
ADH1B,hsa:125,alcohol dehydrogenase 1B (class I)
ADH1B,hsa:125,beta polypeptide
ADH1C,hsa:126,ADH3
ADH1C,hsa:126,alcohol dehydrogenase 1C (class I)
ADH1C,hsa:126,gamma polypeptide
ADH4,hsa:127,ADH-2
ADH4,hsa:127,HEL-S-4
ADH4,hsa:127,alcohol dehydrogenase 4 (class II)
ADH4,hsa:127,pi polypeptide
ADH5,hsa:128,ADH-3
ADH5,hsa:128,ADHX
ADH5,hsa:128,AMEDS
ADH5,hsa:128,BMFS7
ADH5,hsa:128,FALDH
ADH5,hsa:128,FDH
ADH5,hsa:128,GSH-FDH
ADH5,hsa:128,GSNOR
ADH5,hsa:128,HEL-S-60p
ADH5,hsa:128,alcohol dehydrogenase 5 (class III)
ADH5,hsa:128,chi polypeptide
ADH6,hsa:130,ADH-5
ADH6,hsa:130,alcohol dehydrogenase 6 (class V)
ADH7,hsa:131,ADH4
ADH7,hsa:131,alcohol dehydrogenase 7 (class IV)
ADH7,hsa:131,mu or sigma polypeptide
ACOX1,hsa:51,ACOX
ACOX1,hsa:51,MITCH
ACOX1,hsa:51,PALMCOX
ACOX1,hsa:51,SCOX
ACOX1,hsa:51,acyl-CoA oxidase 1
ACOX3; acyl-CoA oxidase 3,hsa:8310,ACOX3
ACOX3; acyl-CoA oxidase 3,hsa:8310,acyl-CoA oxidase 3
ACOX3; acyl-CoA oxidase 3,hsa:8310,pristanoyl
ACADVL,hsa:37,ACAD6
ACADVL,hsa:37,LCACD
ACADVL,hsa:37,VLCAD
ACADVL,hsa:37,acyl-CoA dehydrogenase very long chain
CPT1C,hsa:126129,CATL1
CPT1C,hsa:126129,CPT1-B
CPT1C,hsa:126129,CPT1P
CPT1C,hsa:126129,CPTI-B
CPT1C,hsa:126129,CPTIC
CPT1C,hsa:126129,SPG73
CPT1C,hsa:126129,carnitine palmitoyltransferase 1C
CPT1A,hsa:1374,CPT1
CPT1A,hsa:1374,CPT1-L
CPT1A,hsa:1374,L-CPT1
CPT1A,hsa:1374,carnitine palmitoyltransferase 1A
CPT1B,hsa:1375,CPT1-M
CPT1B,hsa:1375,CPT1M
CPT1B,hsa:1375,CPTI
CPT1B,hsa:1375,CPTI-M
CPT1B,hsa:1375,M-CPT1
CPT1B,hsa:1375,MCCPT1
CPT1B,hsa:1375,MCPT1
CPT1B,hsa:1375,carnitine palmitoyltransferase 1B
ACADSB,hsa:36,2-MEBCAD
ACADSB,hsa:36,ACAD7
ACADSB,hsa:36,SBCAD
ACADSB,hsa:36,acyl-CoA dehydrogenase short/branched chain
CYP51A1,hsa:1595,CP51
CYP51A1,hsa:1595,CYP51
CYP51A1,hsa:1595,CYPL1
CYP51A1,hsa:1595,LDM
CYP51A1,hsa:1595,P450-14DM
CYP51A1,hsa:1595,P450L1
CYP51A1,hsa:1595,cytochrome P450 family 51 subfamily A member 1
TM7SF2,hsa:7108,ANG1
TM7SF2,hsa:7108,C14SR
TM7SF2,hsa:7108,DHCR14A
TM7SF2,hsa:7108,NET47
TM7SF2,hsa:7108,transmembrane 7 superfamily member 2
SC5D,hsa:6309,ERG3
SC5D,hsa:6309,S5DES
SC5D,hsa:6309,SC5DL
SC5D,hsa:6309,sterol-C5-desaturase
DHCR7,hsa:1717,SLOS
DHCR7,hsa:1717,7-dehydrocholesterol reductase
DHCR24,hsa:1718,DCE
DHCR24,hsa:1718,Nbla03646
DHCR24,hsa:1718,SELADIN1
DHCR24,hsa:1718,seladin-1
DHCR24,hsa:1718,24-dehydrocholesterol reductase
LSS,hsa:4047,APMR4
LSS,hsa:4047,CTRCT44
LSS,hsa:4047,HYPT14
LSS,hsa:4047,OSC
LSS,hsa:4047,lanosterol synthase
LBR,hsa:3930,C14SR
LBR,hsa:3930,DHCR14B
LBR,hsa:3930,LMN2R
LBR,hsa:3930,PHA
LBR,hsa:3930,PHASK
LBR,hsa:3930,TDRD18
LBR,hsa:3930,lamin B receptor
NSDHL,hsa:50814,H105E3
NSDHL,hsa:50814,SDR31E1
NSDHL,hsa:50814,XAP104
NSDHL,hsa:50814,NAD(P) dependent steroid dehydrogenase-like
MSMO1,hsa:6307,DESP4
MSMO1,hsa:6307,ERG25
MSMO1,hsa:6307,MCCPD
MSMO1,hsa:6307,SC4MOL
MSMO1,hsa:6307,methylsterol monooxygenase 1
EBP,hsa:10682,CDPX2
EBP,hsa:10682,CHO2
EBP,hsa:10682,CPX
EBP,hsa:10682,CPXD
EBP,hsa:10682,MEND
EBP,hsa:10682,EBP cholestenol delta-isomerase
CYP27B1,hsa:1594,CP2B
CYP27B1,hsa:1594,CYP1
CYP27B1,hsa:1594,CYP1alpha
CYP27B1,hsa:1594,CYP27B
CYP27B1,hsa:1594,P450c1
CYP27B1,hsa:1594,PDDR
CYP27B1,hsa:1594,VDD1
CYP27B1,hsa:1594,VDDR
CYP27B1,hsa:1594,VDDRI
CYP27B1,hsa:1594,VDR
CYP27B1,hsa:1594,cytochrome P450 family 27 subfamily B member 1
CEL,hsa:1056,BAL
CEL,hsa:1056,BSDL
CEL,hsa:1056,BSSL
CEL,hsa:1056,CELL
CEL,hsa:1056,CEase
CEL,hsa:1056,FAP
CEL,hsa:1056,FAPP
CEL,hsa:1056,LIPA
CEL,hsa:1056,MODY8
CEL,hsa:1056,carboxyl ester lipase
LIPA,hsa:3988,CESD
LIPA,hsa:3988,LAL
LIPA,hsa:3988,lipase A
LIPA,hsa:3988,lysosomal acid type
SOAT1,hsa:6646,ACACT
SOAT1,hsa:6646,ACAT
SOAT1,hsa:6646,ACAT-1
SOAT1,hsa:6646,ACAT1
SOAT1,hsa:6646,SOAT
SOAT1,hsa:6646,STAT
SOAT1,hsa:6646,sterol O-acyltransferase 1
SOAT2,hsa:8435,ACACT2
SOAT2,hsa:8435,ACAT2
SOAT2,hsa:8435,ARGP2
SOAT2,hsa:8435,sterol O-acyltransferase 2
CYP24A1,hsa:1591,CP24
CYP24A1,hsa:1591,CYP24
CYP24A1,hsa:1591,HCAI
CYP24A1,hsa:1591,HCINF1
CYP24A1,hsa:1591,P450-CC24
CYP24A1,hsa:1591,cytochrome P450 family 24 subfamily A member 1
FDFT1,hsa:2222,DGPT
FDFT1,hsa:2222,ERG9
FDFT1,hsa:2222,SQS
FDFT1,hsa:2222,SQSD
FDFT1,hsa:2222,SS
FDFT1,hsa:2222,farnesyl-diphosphate farnesyltransferase 1
HSD17B7,hsa:51478,PRAP
HSD17B7,hsa:51478,SDR37C1
HSD17B7,hsa:51478,hydroxysteroid 17-beta dehydrogenase 7
CH25H,hsa:9023,C25H
CH25H,hsa:9023,cholesterol 25-hydroxylase
CYP7B1,hsa:9420,CBAS3
CYP7B1,hsa:9420,CP7B
CYP7B1,hsa:9420,SPG5A
CYP7B1,hsa:9420,cytochrome P450 family 7 subfamily B member 1
CYP46A1,hsa:10858,CP46
CYP46A1,hsa:10858,CYP46
CYP46A1,hsa:10858,cytochrome P450 family 46 subfamily A member 1
CYP27A1,hsa:1593,CP27
CYP27A1,hsa:1593,CTX
CYP27A1,hsa:1593,CYP27
CYP27A1,hsa:1593,cytochrome P450 family 27 subfamily A member 1
CYP7A1,hsa:1581,CP7A
CYP7A1,hsa:1581,CYP7
CYP7A1,hsa:1581,CYPVII
CYP7A1,hsa:1581,cytochrome P450 family 7 subfamily A member 1
HSD3B7,hsa:80270,CBAS1
HSD3B7,hsa:80270,PFIC4
HSD3B7,hsa:80270,SDR11E3
HSD3B7,hsa:80270,hydroxy-delta-5-steroid dehydrogenase
HSD3B7,hsa:80270,3 beta- and steroid delta-isomerase 7
CYP8B1,hsa:1582,CP8B
CYP8B1,hsa:1582,CYP12
CYP8B1,hsa:1582,cytochrome P450 family 8 subfamily B member 1
AKR1D1,hsa:6718,3o5bred
AKR1D1,hsa:6718,CBAS2
AKR1D1,hsa:6718,SRD5B1
AKR1D1,hsa:6718,aldo-keto reductase family 1 member D1
AKR1C4,hsa:1109,3-alpha-HSD
AKR1C4,hsa:1109,C11
AKR1C4,hsa:1109,CDR
AKR1C4,hsa:1109,CHDR
AKR1C4,hsa:1109,DD-4
AKR1C4,hsa:1109,DD4
AKR1C4,hsa:1109,HAKRA
AKR1C4,hsa:1109,aldo-keto reductase family 1 member C4
SLC27A5,hsa:10998,ACSB
SLC27A5,hsa:10998,ACSVL6
SLC27A5,hsa:10998,BACS
SLC27A5,hsa:10998,BAL
SLC27A5,hsa:10998,FACVL3
SLC27A5,hsa:10998,FATP-5
SLC27A5,hsa:10998,FATP5
SLC27A5,hsa:10998,VLACSR
SLC27A5,hsa:10998,VLCS-H2
SLC27A5,hsa:10998,VLCSH2
SLC27A5,hsa:10998,solute carrier family 27 member 5
AMACR,hsa:23600,AMACRD
AMACR,hsa:23600,CBAS4
AMACR,hsa:23600,P504S
AMACR,hsa:23600,RACE
AMACR,hsa:23600,RM
AMACR,hsa:23600,alpha-methylacyl-CoA racemase
ACOX2,hsa:8309,BCOX
ACOX2,hsa:8309,BRCACOX
ACOX2,hsa:8309,BRCOX
ACOX2,hsa:8309,CBAS6
ACOX2,hsa:8309,THCCox
ACOX2,hsa:8309,acyl-CoA oxidase 2
HSD17B4,hsa:3295,DBP
HSD17B4,hsa:3295,MFE-2
HSD17B4,hsa:3295,MFP-2
HSD17B4,hsa:3295,MPF-2
HSD17B4,hsa:3295,PRLTS1
HSD17B4,hsa:3295,SDR8C1
HSD17B4,hsa:3295,hydroxysteroid 17-beta dehydrogenase 4
SCP2,hsa:6342,NLTP
SCP2,hsa:6342,NSL-TP
SCP2,hsa:6342,SCOX
SCP2,hsa:6342,SCP-2
SCP2,hsa:6342,SCP-CHI
SCP2,hsa:6342,SCP-X
SCP2,hsa:6342,SCPX
SCP2,hsa:6342,sterol carrier protein 2
BAAT,hsa:570,BACAT
BAAT,hsa:570,BACD1
BAAT,hsa:570,BAT
BAAT,hsa:570,HCHO
BAAT,hsa:570,bile acid
ACOT8,hsa:10005,HNAACTE
ACOT8,hsa:10005,NAP1
ACOT8,hsa:10005,PTE-1
ACOT8,hsa:10005,PTE-2
ACOT8,hsa:10005,PTE1
ACOT8,hsa:10005,PTE2
ACOT8,hsa:10005,hACTE-III
ACOT8,hsa:10005,hTE
ACOT8,hsa:10005,acyl-CoA thioesterase 8
HPD,hsa:3242,4-HPPD
HPD,hsa:3242,4HPPD
HPD,hsa:3242,GLOD3
HPD,hsa:3242,HPPDASE
HPD,hsa:3242,PPD
HPD,hsa:3242,4-hydroxyphenylpyruvate dioxygenase
Phenylalanine,path:hsa00400,tyrosine and tryptophan biosynthesis - Homo sapiens (human)
COQ5,hsa:84274,COQ10D9
COQ5,hsa:84274,coenzyme Q5
COQ5,hsa:84274,methyltransferase
COQ7,hsa:10229,CAT5
COQ7,hsa:10229,CLK-1
COQ7,hsa:10229,CLK1
COQ7,hsa:10229,COQ10D8
COQ7,hsa:10229,coenzyme Q7
COQ7,hsa:10229,hydroxylase
COQ3,hsa:51805,DHHBMT
COQ3,hsa:51805,DHHBMTASE
COQ3,hsa:51805,UG0215E05
COQ3,hsa:51805,bA9819.1
COQ3,hsa:51805,coenzyme Q3
COQ3,hsa:51805,methyltransferase
COQ2,hsa:27235,CL640
COQ2,hsa:27235,COQ10D1
NQO1,hsa:1728,DHQU
NQO1,hsa:1728,DIA4
NQO1,hsa:1728,DTD
NQO1,hsa:1728,NMOR1
NQO1,hsa:1728,NMORI
NQO1,hsa:1728,QR1
NQO1,hsa:1728,NAD(P)H quinone dehydrogenase 1
GGCX,hsa:2677,VKCFD1
GGCX,hsa:2677,gamma-glutamyl carboxylase
VKORC1,hsa:79001,EDTP308
VKORC1,hsa:79001,MST134
VKORC1,hsa:79001,MST576
VKORC1,hsa:79001,VKCFD2
VKORC1,hsa:79001,VKOR
VKORC1,hsa:79001,vitamin K epoxide reductase complex subunit 1
COQ6,hsa:51004,CGI-10
COQ6,hsa:51004,CGI10
COQ6,hsa:51004,COQ10D6
COQ6,hsa:51004,coenzyme Q6
COQ6,hsa:51004,monooxygenase
STS,hsa:412,ARSC
STS,hsa:412,ARSC1
STS,hsa:412,ASC
STS,hsa:412,ES
STS,hsa:412,SSDD
STS,hsa:412,XLI
STS,hsa:412,steroid sulfatase
SULT2B1,hsa:6820,ARCI14
SULT2B1,hsa:6820,HSST2
SULT2B1,hsa:6820,sulfotransferase family 2B member 1
CYP11A1,hsa:1583,CYP11A
CYP11A1,hsa:1583,CYPXIA1
CYP11A1,hsa:1583,P450SCC
CYP11A1,hsa:1583,cytochrome P450 family 11 subfamily A member 1
CYP17A1,hsa:1586,CPT7
CYP17A1,hsa:1586,CYP17
CYP17A1,hsa:1586,P450C17
CYP17A1,hsa:1586,S17AH
CYP17A1,hsa:1586,cytochrome P450 family 17 subfamily A member 1
CYP21A2,hsa:1589,CA21H
CYP21A2,hsa:1589,CAH1
CYP21A2,hsa:1589,CPS1
CYP21A2,hsa:1589,CYP21
CYP21A2,hsa:1589,CYP21B
CYP21A2,hsa:1589,P450c21B
CYP21A2,hsa:1589,cytochrome P450 family 21 subfamily A member 2
HSD3B1,hsa:3283,3BETAHSD
HSD3B1,hsa:3283,HSD3B
HSD3B1,hsa:3283,HSDB3
HSD3B1,hsa:3283,HSDB3A
HSD3B1,hsa:3283,SDR11E1
HSD3B1,hsa:3283,hydroxy-delta-5-steroid dehydrogenase
HSD3B1,hsa:3283,3 beta- and steroid delta-isomerase 1
HSD3B2,hsa:3284,HSD3B
HSD3B2,hsa:3284,HSDB
HSD3B2,hsa:3284,SDR11E2
HSD3B2,hsa:3284,hydroxy-delta-5-steroid dehydrogenase
HSD3B2,hsa:3284,3 beta- and steroid delta-isomerase 2
SRD5A1,hsa:6715,S5AR_1
SRD5A1,hsa:6715,steroid 5 alpha-reductase 1
AKR1C2,hsa:1646,AKR1C-pseudo
AKR1C2,hsa:1646,BABP
AKR1C2,hsa:1646,DD
AKR1C2,hsa:1646,DD-2
AKR1C2,hsa:1646,DD/BABP
AKR1C2,hsa:1646,DD2
AKR1C2,hsa:1646,DDH2
AKR1C2,hsa:1646,HAKRD
AKR1C2,hsa:1646,HBAB
AKR1C2,hsa:1646,MCDR2
AKR1C2,hsa:1646,SRXY8
AKR1C2,hsa:1646,TDD
AKR1C2,hsa:1646,aldo-keto reductase family 1 member C2
AKR1C3,hsa:8644,DD3
AKR1C3,hsa:8644,DDX
AKR1C3,hsa:8644,HA1753
AKR1C3,hsa:8644,HAKRB
AKR1C3,hsa:8644,HAKRe
AKR1C3,hsa:8644,HSD17B5
AKR1C3,hsa:8644,PGFS
AKR1C3,hsa:8644,hluPGFS
AKR1C3,hsa:8644,aldo-keto reductase family 1 member C3
SRD5A3,hsa:79644,CDG1P
SRD5A3,hsa:79644,CDG1Q
SRD5A3,hsa:79644,KRIZI
SRD5A3,hsa:79644,SRD5A2L
SRD5A3,hsa:79644,SRD5A2L1
SRD5A3,hsa:79644,steroid 5 alpha-reductase 3
CYP11B2,hsa:1585,ALDOS
CYP11B2,hsa:1585,CPN2
CYP11B2,hsa:1585,CYP11B
CYP11B2,hsa:1585,CYP11BL
CYP11B2,hsa:1585,CYPXIB2
CYP11B2,hsa:1585,P-450C18
CYP11B2,hsa:1585,P450C18
CYP11B2,hsa:1585,P450aldo
CYP11B2,hsa:1585,cytochrome P450 family 11 subfamily B member 2
CYP11B1,hsa:1584,CPN1
CYP11B1,hsa:1584,CYP11B
CYP11B1,hsa:1584,FHI
CYP11B1,hsa:1584,P450C11
CYP11B1,hsa:1584,cytochrome P450 family 11 subfamily B member 1
HSD11B1,hsa:3290,11-DH
HSD11B1,hsa:3290,11-beta-HSD1
HSD11B1,hsa:3290,CORTRD2
HSD11B1,hsa:3290,HDL
HSD11B1,hsa:3290,HSD11
HSD11B1,hsa:3290,HSD11B
HSD11B1,hsa:3290,HSD11L
HSD11B1,hsa:3290,SDR26C1
